,SymbolA,SymbolB,pair
3060475,ZNF486,ZNF683,ZNF486__ZNF683
3060476,ZNF69,ZNF486,ZNF486__ZNF69
3060477,ZNF486,ZNF699,ZNF486__ZNF699
3060478,ZNF705G,ZNF486,ZNF486__ZNF705G
3060479,ZNF716,ZNF486,ZNF486__ZNF716
3060480,ZNF717,ZNF486,ZNF486__ZNF717
3060481,ZNF727,ZNF486,ZNF486__ZNF727
3060482,ZNF735,ZNF486,ZNF486__ZNF735
3060483,ZNF737,ZNF486,ZNF486__ZNF737
3060484,ZNF738,ZNF486,ZNF486__ZNF738
3060485,ZNF75A,ZNF486,ZNF486__ZNF75A
3060486,ZNF789,ZNF486,ZNF486__ZNF789
3060487,ZNF790,ZNF486,ZNF486__ZNF790
3060488,ZNF799,ZNF486,ZNF486__ZNF799
3060489,ZNF80,ZNF486,ZNF486__ZNF80
3060490,ZNF486,ZNF804B,ZNF486__ZNF804B
3060491,ZNF814,ZNF486,ZNF486__ZNF814
3060492,ZNF821,ZNF486,ZNF486__ZNF821
3060493,ZNF486,ZNF831,ZNF486__ZNF831
3060494,ZNF841,ZNF486,ZNF486__ZNF841
3060495,ZNF852,ZNF486,ZNF486__ZNF852
3060496,ZNF860,ZNF486,ZNF486__ZNF860
3060497,ZNF862,ZNF486,ZNF486__ZNF862
3060498,ZNF486,ZNF878,ZNF486__ZNF878
3060499,ZNF883,ZNF486,ZNF486__ZNF883
3060500,ZNF90,ZNF486,ZNF486__ZNF90
3060501,ZNF486,ZNF93,ZNF486__ZNF93
3060502,ZNF99,ZNF486,ZNF486__ZNF99
3060503,ZP1,ZNF486,ZNF486__ZP1
3060504,ZNF486,ZPBP,ZNF486__ZPBP
3060505,ZNF486,ZSCAN5B,ZNF486__ZSCAN5B
3060506,ZNF486,ZSWIM2,ZNF486__ZSWIM2
3060507,ZSWIM4,ZNF486,ZNF486__ZSWIM4
3060508,ZSWIM6,ZNF486,ZNF486__ZSWIM6
3060509,ZNF500,ZNF487,ZNF487__ZNF500
3060510,ZNF487,ZNF501,ZNF487__ZNF501
3060511,ZNF487,ZNF502,ZNF487__ZNF502
3060512,ZNF487,ZNF513,ZNF487__ZNF513
3060513,ZNF487,ZNF519,ZNF487__ZNF519
3060514,ZNF487,ZNF525,ZNF487__ZNF525
3060515,ZNF487,ZNF528,ZNF487__ZNF528
3060516,ZNF487,ZNF529,ZNF487__ZNF529
3060517,ZNF530,ZNF487,ZNF487__ZNF530
3060518,ZNF487,ZNF532,ZNF487__ZNF532
3060519,ZNF487,ZNF534,ZNF487__ZNF534
3060520,ZNF541,ZNF487,ZNF487__ZNF541
3060521,ZNF487,ZNF546,ZNF487__ZNF546
3060522,ZNF487,ZNF548,ZNF487__ZNF548
3060523,ZNF487,ZNF551,ZNF487__ZNF551
3060524,ZNF556,ZNF487,ZNF487__ZNF556
3060525,ZNF559,ZNF487,ZNF487__ZNF559
3060526,ZNF487,ZNF563,ZNF487__ZNF563
3060527,ZNF487,ZNF565,ZNF487__ZNF565
3060528,ZNF570,ZNF487,ZNF487__ZNF570
3060529,ZNF487,ZNF571,ZNF487__ZNF571
3060530,ZNF487,ZNF583,ZNF487__ZNF583
3060531,ZNF487,ZNF585A,ZNF487__ZNF585A
3060532,ZNF487,ZNF586,ZNF487__ZNF586
3060533,ZNF487,ZNF594,ZNF487__ZNF594
3060534,ZNF487,ZNF596,ZNF487__ZNF596
3060535,ZNF613,ZNF487,ZNF487__ZNF613
3060536,ZNF487,ZNF614,ZNF487__ZNF614
3060537,ZNF487,ZNF615,ZNF487__ZNF615
3060538,ZNF487,ZNF619,ZNF487__ZNF619
3060539,ZNF623,ZNF487,ZNF487__ZNF623
3060540,ZNF626,ZNF487,ZNF487__ZNF626
3060541,ZNF487,ZNF628,ZNF487__ZNF628
3060542,ZNF652,ZNF487,ZNF487__ZNF652
3060543,ZNF487,ZNF654,ZNF487__ZNF654
3060544,ZNF66,ZNF487,ZNF487__ZNF66
3060545,ZNF660,ZNF487,ZNF487__ZNF660
3060546,ZNF662,ZNF487,ZNF487__ZNF662
3060547,ZNF487,ZNF671,ZNF487__ZNF671
3060548,ZNF672,ZNF487,ZNF487__ZNF672
3060549,ZNF676,ZNF487,ZNF487__ZNF676
3060550,ZNF678,ZNF487,ZNF487__ZNF678
3060551,ZNF679,ZNF487,ZNF487__ZNF679
3060552,ZNF487,ZNF683,ZNF487__ZNF683
3060553,ZNF487,ZNF705D,ZNF487__ZNF705D
3060554,ZNF705G,ZNF487,ZNF487__ZNF705G
3060555,ZNF709,ZNF487,ZNF487__ZNF709
3060556,ZNF487,ZNF710,ZNF487__ZNF710
3060557,ZNF716,ZNF487,ZNF487__ZNF716
3060558,ZNF717,ZNF487,ZNF487__ZNF717
3060559,ZNF487,ZNF727,ZNF487__ZNF727
3060560,ZNF487,ZNF735,ZNF487__ZNF735
3060561,ZNF487,ZNF736,ZNF487__ZNF736
3060562,ZNF737,ZNF487,ZNF487__ZNF737
3060563,ZNF487,ZNF749,ZNF487__ZNF749
3060564,ZNF487,ZNF75A,ZNF487__ZNF75A
3060565,ZNF763,ZNF487,ZNF487__ZNF763
3060566,ZNF772,ZNF487,ZNF487__ZNF772
3060567,ZNF487,ZNF781,ZNF487__ZNF781
3060568,ZNF782,ZNF487,ZNF487__ZNF782
3060569,ZNF487,ZNF789,ZNF487__ZNF789
3060570,ZNF79,ZNF487,ZNF487__ZNF79
3060571,ZNF487,ZNF790,ZNF487__ZNF790
3060572,ZNF793,ZNF487,ZNF487__ZNF793
3060573,ZNF80,ZNF487,ZNF487__ZNF80
3060574,ZNF487,ZNF804B,ZNF487__ZNF804B
3060575,ZNF487,ZNF814,ZNF487__ZNF814
3060576,ZNF487,ZNF821,ZNF487__ZNF821
3060577,ZNF487,ZNF831,ZNF487__ZNF831
3060578,ZNF487,ZNF836,ZNF487__ZNF836
3060579,ZNF487,ZNF841,ZNF487__ZNF841
3060580,ZNF487,ZNF844,ZNF487__ZNF844
3060581,ZNF487,ZNF846,ZNF487__ZNF846
3060582,ZNF850,ZNF487,ZNF487__ZNF850
3060583,ZNF860,ZNF487,ZNF487__ZNF860
3060584,ZNF875,ZNF487,ZNF487__ZNF875
3060585,ZNF487,ZNF878,ZNF487__ZNF878
3060586,ZNF487,ZNF879,ZNF487__ZNF879
3060587,ZNF487,ZNF883,ZNF487__ZNF883
3060588,ZNF487,ZNF891,ZNF487__ZNF891
3060589,ZNF487,ZNF90,ZNF487__ZNF90
3060590,ZP1,ZNF487,ZNF487__ZP1
3060591,ZNF487,ZPBP,ZNF487__ZPBP
3060592,ZNF487,ZSCAN10,ZNF487__ZSCAN10
3060593,ZSCAN16,ZNF487,ZNF487__ZSCAN16
3060594,ZSCAN30,ZNF487,ZNF487__ZSCAN30
3060595,ZNF487,ZSCAN5B,ZNF487__ZSCAN5B
3060596,ZSWIM1,ZNF487,ZNF487__ZSWIM1
3060597,ZNF487,ZSWIM2,ZNF487__ZSWIM2
3060598,ZNF487,ZSWIM3,ZNF487__ZSWIM3
3060599,ZNF487,ZSWIM4,ZNF487__ZSWIM4
3060600,ZNF487,ZSWIM5,ZNF487__ZSWIM5
3060601,ZNF487,ZSWIM6,ZNF487__ZSWIM6
3060602,ZXDA,ZNF487,ZNF487__ZXDA
3060603,ZNF492,ZNF519,ZNF492__ZNF519
3060604,ZNF596,ZNF492,ZNF492__ZNF596
3060605,ZNF492,ZNF605,ZNF492__ZNF605
3060606,ZNF492,ZNF619,ZNF492__ZNF619
3060607,ZNF676,ZNF492,ZNF492__ZNF676
3060608,ZNF705D,ZNF492,ZNF492__ZNF705D
3060609,ZNF492,ZNF781,ZNF492__ZNF781
3060610,ZNF492,ZNF789,ZNF492__ZNF789
3060611,ZNF492,ZNF841,ZNF492__ZNF841
3060612,ZNF878,ZNF492,ZNF492__ZNF878
3060613,ZNF492,ZNF883,ZNF492__ZNF883
3060614,ZNF492,ZNF90,ZNF492__ZNF90
3060615,ZNF492,ZSWIM4,ZNF492__ZSWIM4
3060616,ZNF493,ZNF519,ZNF493__ZNF519
3060617,ZNF493,ZNF530,ZNF493__ZNF530
3060618,ZNF534,ZNF493,ZNF493__ZNF534
3060619,ZNF541,ZNF493,ZNF493__ZNF541
3060620,ZNF548,ZNF493,ZNF493__ZNF548
3060621,ZNF568,ZNF493,ZNF493__ZNF568
3060622,ZNF493,ZNF570,ZNF493__ZNF570
3060623,ZNF571,ZNF493,ZNF493__ZNF571
3060624,ZNF493,ZNF596,ZNF493__ZNF596
3060625,ZNF600,ZNF493,ZNF493__ZNF600
3060626,ZNF493,ZNF605,ZNF493__ZNF605
3060627,ZNF493,ZNF619,ZNF493__ZNF619
3060628,ZNF626,ZNF493,ZNF493__ZNF626
3060629,ZNF493,ZNF654,ZNF493__ZNF654
3060630,ZNF493,ZNF676,ZNF493__ZNF676
3060631,ZNF493,ZNF705D,ZNF493__ZNF705D
3060632,ZNF705G,ZNF493,ZNF493__ZNF705G
3060633,ZNF493,ZNF710,ZNF493__ZNF710
3060634,ZNF713,ZNF493,ZNF493__ZNF713
3060635,ZNF716,ZNF493,ZNF493__ZNF716
3060636,ZNF493,ZNF721,ZNF493__ZNF721
3060637,ZNF493,ZNF727,ZNF493__ZNF727
3060638,ZNF732,ZNF493,ZNF493__ZNF732
3060639,ZNF493,ZNF736,ZNF493__ZNF736
3060640,ZNF737,ZNF493,ZNF493__ZNF737
3060641,ZNF738,ZNF493,ZNF493__ZNF738
3060642,ZNF763,ZNF493,ZNF493__ZNF763
3060643,ZNF493,ZNF789,ZNF493__ZNF789
3060644,ZNF790,ZNF493,ZNF493__ZNF790
3060645,ZNF493,ZNF799,ZNF493__ZNF799
3060646,ZNF81,ZNF493,ZNF493__ZNF81
3060647,ZNF831,ZNF493,ZNF493__ZNF831
3060648,ZNF836,ZNF493,ZNF493__ZNF836
3060649,ZNF493,ZNF841,ZNF493__ZNF841
3060650,ZNF860,ZNF493,ZNF493__ZNF860
3060651,ZNF862,ZNF493,ZNF493__ZNF862
3060652,ZNF493,ZNF878,ZNF493__ZNF878
3060653,ZNF493,ZNF883,ZNF493__ZNF883
3060654,ZNF891,ZNF493,ZNF493__ZNF891
3060655,ZNF493,ZNF90,ZNF493__ZNF90
3060656,ZNF93,ZNF493,ZNF493__ZNF93
3060657,ZNF99,ZNF493,ZNF493__ZNF99
3060658,ZNG1C,ZNF493,ZNF493__ZNG1C
3060659,ZP1,ZNF493,ZNF493__ZP1
3060660,ZPBP,ZNF493,ZNF493__ZPBP
3060661,ZSCAN10,ZNF493,ZNF493__ZSCAN10
3060662,ZNF493,ZSWIM4,ZNF493__ZSWIM4
3060663,ZSWIM5,ZNF493,ZNF493__ZSWIM5
3060664,ZSWIM6,ZNF493,ZNF493__ZSWIM6
3060665,ZNF500,ZNF519,ZNF500__ZNF519
3060666,ZNF500,ZNF546,ZNF500__ZNF546
3060667,ZNF605,ZNF500,ZNF500__ZNF605
3060668,ZNF500,ZNF676,ZNF500__ZNF676
3060669,ZNF500,ZNF705D,ZNF500__ZNF705D
3060670,ZNF500,ZNF727,ZNF500__ZNF727
3060671,ZNF736,ZNF500,ZNF500__ZNF736
3060672,ZNF883,ZNF500,ZNF500__ZNF883
3060673,ZNF90,ZNF500,ZNF500__ZNF90
3060674,ZSWIM4,ZNF500,ZNF500__ZSWIM4
3060675,ZNF519,ZNF501,ZNF501__ZNF519
3060676,ZNF530,ZNF501,ZNF501__ZNF530
3060677,ZNF541,ZNF501,ZNF501__ZNF541
3060678,ZNF546,ZNF501,ZNF501__ZNF546
3060679,ZNF571,ZNF501,ZNF501__ZNF571
3060680,ZNF596,ZNF501,ZNF501__ZNF596
3060681,ZNF501,ZNF606,ZNF501__ZNF606
3060682,ZNF626,ZNF501,ZNF501__ZNF626
3060683,ZNF671,ZNF501,ZNF501__ZNF671
3060684,ZNF676,ZNF501,ZNF501__ZNF676
3060685,ZNF678,ZNF501,ZNF501__ZNF678
3060686,ZNF705D,ZNF501,ZNF501__ZNF705D
3060687,ZNF727,ZNF501,ZNF501__ZNF727
3060688,ZNF781,ZNF501,ZNF501__ZNF781
3060689,ZNF789,ZNF501,ZNF501__ZNF789
3060690,ZNF841,ZNF501,ZNF501__ZNF841
3060691,ZNF501,ZNF860,ZNF501__ZNF860
3060692,ZNF878,ZNF501,ZNF501__ZNF878
3060693,ZNF883,ZNF501,ZNF501__ZNF883
3060694,ZNF90,ZNF501,ZNF501__ZNF90
3060695,ZNF99,ZNF501,ZNF501__ZNF99
3060696,ZP1,ZNF501,ZNF501__ZP1
3060697,ZPBP,ZNF501,ZNF501__ZPBP
3060698,ZSWIM1,ZNF501,ZNF501__ZSWIM1
3060699,ZNF502,ZNF519,ZNF502__ZNF519
3060700,ZNF525,ZNF502,ZNF502__ZNF525
3060701,ZNF502,ZNF530,ZNF502__ZNF530
3060702,ZNF534,ZNF502,ZNF502__ZNF534
3060703,ZNF546,ZNF502,ZNF502__ZNF546
3060704,ZNF548,ZNF502,ZNF502__ZNF548
3060705,ZNF502,ZNF551,ZNF502__ZNF551
3060706,ZNF502,ZNF596,ZNF502__ZNF596
3060707,ZNF605,ZNF502,ZNF502__ZNF605
3060708,ZNF502,ZNF619,ZNF502__ZNF619
3060709,ZNF502,ZNF626,ZNF502__ZNF626
3060710,ZNF502,ZNF671,ZNF502__ZNF671
3060711,ZNF502,ZNF676,ZNF502__ZNF676
3060712,ZNF502,ZNF705D,ZNF502__ZNF705D
3060713,ZNF717,ZNF502,ZNF502__ZNF717
3060714,ZNF502,ZNF727,ZNF502__ZNF727
3060715,ZNF502,ZNF735,ZNF502__ZNF735
3060716,ZNF502,ZNF736,ZNF502__ZNF736
3060717,ZNF749,ZNF502,ZNF502__ZNF749
3060718,ZNF763,ZNF502,ZNF502__ZNF763
3060719,ZNF502,ZNF782,ZNF502__ZNF782
3060720,ZNF502,ZNF789,ZNF502__ZNF789
3060721,ZNF502,ZNF790,ZNF502__ZNF790
3060722,ZNF804B,ZNF502,ZNF502__ZNF804B
3060723,ZNF502,ZNF814,ZNF502__ZNF814
3060724,ZNF831,ZNF502,ZNF502__ZNF831
3060725,ZNF502,ZNF841,ZNF502__ZNF841
3060726,ZNF846,ZNF502,ZNF502__ZNF846
3060727,ZNF502,ZNF860,ZNF502__ZNF860
3060728,ZNF502,ZNF878,ZNF502__ZNF878
3060729,ZNF502,ZNF883,ZNF502__ZNF883
3060730,ZNF502,ZNF90,ZNF502__ZNF90
3060731,ZNF502,ZNF99,ZNF502__ZNF99
3060732,ZNF502,ZP1,ZNF502__ZP1
3060733,ZNF502,ZPBP,ZNF502__ZPBP
3060734,ZSCAN10,ZNF502,ZNF502__ZSCAN10
3060735,ZNF502,ZSWIM4,ZNF502__ZSWIM4
3060736,ZNF502,ZSWIM6,ZNF502__ZSWIM6
3060737,ZNF519,ZNF513,ZNF513__ZNF519
3060738,ZNF530,ZNF513,ZNF513__ZNF530
3060739,ZNF596,ZNF513,ZNF513__ZNF596
3060740,ZNF513,ZNF605,ZNF513__ZNF605
3060741,ZNF606,ZNF513,ZNF513__ZNF606
3060742,ZNF513,ZNF619,ZNF513__ZNF619
3060743,ZNF676,ZNF513,ZNF513__ZNF676
3060744,ZNF705D,ZNF513,ZNF513__ZNF705D
3060745,ZNF735,ZNF513,ZNF513__ZNF735
3060746,ZNF736,ZNF513,ZNF513__ZNF736
3060747,ZNF789,ZNF513,ZNF513__ZNF789
3060748,ZNF841,ZNF513,ZNF513__ZNF841
3060749,ZNF513,ZNF90,ZNF513__ZNF90
3060750,ZSWIM4,ZNF513,ZNF513__ZSWIM4
3060751,ZNF519,ZNF518B,ZNF518B__ZNF519
3060752,ZNF518B,ZNF541,ZNF518B__ZNF541
3060753,ZNF571,ZNF518B,ZNF518B__ZNF571
3060754,ZNF596,ZNF518B,ZNF518B__ZNF596
3060755,ZNF605,ZNF518B,ZNF518B__ZNF605
3060756,ZNF606,ZNF518B,ZNF518B__ZNF606
3060757,ZNF619,ZNF518B,ZNF518B__ZNF619
3060758,ZNF518B,ZNF626,ZNF518B__ZNF626
3060759,ZNF671,ZNF518B,ZNF518B__ZNF671
3060760,ZNF676,ZNF518B,ZNF518B__ZNF676
3060761,ZNF705D,ZNF518B,ZNF518B__ZNF705D
3060762,ZNF727,ZNF518B,ZNF518B__ZNF727
3060763,ZNF736,ZNF518B,ZNF518B__ZNF736
3060764,ZNF789,ZNF518B,ZNF518B__ZNF789
3060765,ZNF841,ZNF518B,ZNF518B__ZNF841
3060766,ZNF860,ZNF518B,ZNF518B__ZNF860
3060767,ZNF878,ZNF518B,ZNF518B__ZNF878
3060768,ZNF883,ZNF518B,ZNF518B__ZNF883
3060769,ZNF518B,ZNF891,ZNF518B__ZNF891
3060770,ZNF90,ZNF518B,ZNF518B__ZNF90
3060771,ZNF99,ZNF518B,ZNF518B__ZNF99
3060772,ZNF518B,ZP1,ZNF518B__ZP1
3060773,ZPBP,ZNF518B,ZNF518B__ZPBP
3060774,ZSWIM4,ZNF518B,ZNF518B__ZSWIM4
3060775,ZNF525,ZNF519,ZNF519__ZNF525
3060776,ZNF519,ZNF527,ZNF519__ZNF527
3060777,ZNF528,ZNF519,ZNF519__ZNF528
3060778,ZNF529,ZNF519,ZNF519__ZNF529
3060779,ZNF519,ZNF530,ZNF519__ZNF530
3060780,ZNF519,ZNF532,ZNF519__ZNF532
3060781,ZNF519,ZNF534,ZNF519__ZNF534
3060782,ZNF519,ZNF541,ZNF519__ZNF541
3060783,ZNF544,ZNF519,ZNF519__ZNF544
3060784,ZNF546,ZNF519,ZNF519__ZNF546
3060785,ZNF519,ZNF548,ZNF519__ZNF548
3060786,ZNF549,ZNF519,ZNF519__ZNF549
3060787,ZNF519,ZNF551,ZNF519__ZNF551
3060788,ZNF554,ZNF519,ZNF519__ZNF554
3060789,ZNF555,ZNF519,ZNF519__ZNF555
3060790,ZNF556,ZNF519,ZNF519__ZNF556
3060791,ZNF559,ZNF519,ZNF519__ZNF559
3060792,ZNF519,ZNF561,ZNF519__ZNF561
3060793,ZNF519,ZNF563,ZNF519__ZNF563
3060794,ZNF519,ZNF565,ZNF519__ZNF565
3060795,ZNF567,ZNF519,ZNF519__ZNF567
3060796,ZNF519,ZNF568,ZNF519__ZNF568
3060797,ZNF519,ZNF569,ZNF519__ZNF569
3060798,ZNF570,ZNF519,ZNF519__ZNF570
3060799,ZNF519,ZNF571,ZNF519__ZNF571
3060800,ZNF573,ZNF519,ZNF519__ZNF573
3060801,ZNF519,ZNF577,ZNF519__ZNF577
3060802,ZNF582,ZNF519,ZNF519__ZNF582
3060803,ZNF583,ZNF519,ZNF519__ZNF583
3060804,ZNF584,ZNF519,ZNF519__ZNF584
3060805,ZNF519,ZNF585A,ZNF519__ZNF585A
3060806,ZNF519,ZNF585B,ZNF519__ZNF585B
3060807,ZNF519,ZNF586,ZNF519__ZNF586
3060808,ZNF519,ZNF587B,ZNF519__ZNF587B
3060809,ZNF519,ZNF589,ZNF519__ZNF589
3060810,ZNF519,ZNF594,ZNF519__ZNF594
3060811,ZNF595,ZNF519,ZNF519__ZNF595
3060812,ZNF596,ZNF519,ZNF519__ZNF596
3060813,ZNF519,ZNF599,ZNF519__ZNF599
3060814,ZNF600,ZNF519,ZNF519__ZNF600
3060815,ZNF519,ZNF605,ZNF519__ZNF605
3060816,ZNF519,ZNF606,ZNF519__ZNF606
3060817,ZNF607,ZNF519,ZNF519__ZNF607
3060818,ZNF519,ZNF610,ZNF519__ZNF610
3060819,ZNF611,ZNF519,ZNF519__ZNF611
3060820,ZNF519,ZNF613,ZNF519__ZNF613
3060821,ZNF519,ZNF614,ZNF519__ZNF614
3060822,ZNF519,ZNF615,ZNF519__ZNF615
3060823,ZNF519,ZNF619,ZNF519__ZNF619
3060824,ZNF519,ZNF621,ZNF519__ZNF621
3060825,ZNF519,ZNF623,ZNF519__ZNF623
3060826,ZNF519,ZNF626,ZNF519__ZNF626
3060827,ZNF628,ZNF519,ZNF519__ZNF628
3060828,ZNF649,ZNF519,ZNF519__ZNF649
3060829,ZNF519,ZNF652,ZNF519__ZNF652
3060830,ZNF519,ZNF654,ZNF519__ZNF654
3060831,ZNF658,ZNF519,ZNF519__ZNF658
3060832,ZNF519,ZNF66,ZNF519__ZNF66
3060833,ZNF519,ZNF662,ZNF519__ZNF662
3060834,ZNF665,ZNF519,ZNF519__ZNF665
3060835,ZNF519,ZNF667,ZNF519__ZNF667
3060836,ZNF519,ZNF671,ZNF519__ZNF671
3060837,ZNF672,ZNF519,ZNF519__ZNF672
3060838,ZNF674,ZNF519,ZNF519__ZNF674
3060839,ZNF675,ZNF519,ZNF519__ZNF675
3060840,ZNF519,ZNF676,ZNF519__ZNF676
3060841,ZNF519,ZNF678,ZNF519__ZNF678
3060842,ZNF519,ZNF679,ZNF519__ZNF679
3060843,ZNF519,ZNF682,ZNF519__ZNF682
3060844,ZNF519,ZNF683,ZNF519__ZNF683
3060845,ZNF684,ZNF519,ZNF519__ZNF684
3060846,ZNF519,ZNF69,ZNF519__ZNF69
3060847,ZNF519,ZNF699,ZNF519__ZNF699
3060848,ZNF519,ZNF701,ZNF519__ZNF701
3060849,ZNF519,ZNF705D,ZNF519__ZNF705D
3060850,ZNF519,ZNF705G,ZNF519__ZNF705G
3060851,ZNF519,ZNF706,ZNF519__ZNF706
3060852,ZNF709,ZNF519,ZNF519__ZNF709
3060853,ZNF519,ZNF710,ZNF519__ZNF710
3060854,ZNF713,ZNF519,ZNF519__ZNF713
3060855,ZNF519,ZNF714,ZNF519__ZNF714
3060856,ZNF519,ZNF716,ZNF519__ZNF716
3060857,ZNF717,ZNF519,ZNF519__ZNF717
3060858,ZNF718,ZNF519,ZNF519__ZNF718
3060859,ZNF519,ZNF721,ZNF519__ZNF721
3060860,ZNF726,ZNF519,ZNF519__ZNF726
3060861,ZNF519,ZNF727,ZNF519__ZNF727
3060862,ZNF732,ZNF519,ZNF519__ZNF732
3060863,ZNF519,ZNF735,ZNF519__ZNF735
3060864,ZNF736,ZNF519,ZNF519__ZNF736
3060865,ZNF519,ZNF737,ZNF519__ZNF737
3060866,ZNF738,ZNF519,ZNF519__ZNF738
3060867,ZNF749,ZNF519,ZNF519__ZNF749
3060868,ZNF519,ZNF75A,ZNF519__ZNF75A
3060869,ZNF761,ZNF519,ZNF519__ZNF761
3060870,ZNF763,ZNF519,ZNF519__ZNF763
3060871,ZNF766,ZNF519,ZNF519__ZNF766
3060872,ZNF519,ZNF772,ZNF519__ZNF772
3060873,ZNF519,ZNF773,ZNF519__ZNF773
3060874,ZNF776,ZNF519,ZNF519__ZNF776
3060875,ZNF519,ZNF778,ZNF519__ZNF778
3060876,ZNF519,ZNF781,ZNF519__ZNF781
3060877,ZNF519,ZNF782,ZNF519__ZNF782
3060878,ZNF519,ZNF783,ZNF519__ZNF783
3060879,ZNF789,ZNF519,ZNF519__ZNF789
3060880,ZNF79,ZNF519,ZNF519__ZNF79
3060881,ZNF790,ZNF519,ZNF519__ZNF790
3060882,ZNF519,ZNF793,ZNF519__ZNF793
3060883,ZNF519,ZNF799,ZNF519__ZNF799
3060884,ZNF80,ZNF519,ZNF519__ZNF80
3060885,ZNF519,ZNF804A,ZNF519__ZNF804A
3060886,ZNF804B,ZNF519,ZNF519__ZNF804B
3060887,ZNF81,ZNF519,ZNF519__ZNF81
3060888,ZNF519,ZNF814,ZNF519__ZNF814
3060889,ZNF519,ZNF816,ZNF519__ZNF816
3060890,ZNF821,ZNF519,ZNF519__ZNF821
3060891,ZNF519,ZNF83,ZNF519__ZNF83
3060892,ZNF831,ZNF519,ZNF519__ZNF831
3060893,ZNF836,ZNF519,ZNF519__ZNF836
3060894,ZNF519,ZNF839,ZNF519__ZNF839
3060895,ZNF519,ZNF84,ZNF519__ZNF84
3060896,ZNF519,ZNF841,ZNF519__ZNF841
3060897,ZNF519,ZNF843,ZNF519__ZNF843
3060898,ZNF844,ZNF519,ZNF519__ZNF844
3060899,ZNF846,ZNF519,ZNF519__ZNF846
3060900,ZNF519,ZNF85,ZNF519__ZNF85
3060901,ZNF519,ZNF850,ZNF519__ZNF850
3060902,ZNF519,ZNF852,ZNF519__ZNF852
3060903,ZNF519,ZNF860,ZNF519__ZNF860
3060904,ZNF862,ZNF519,ZNF519__ZNF862
3060905,ZNF875,ZNF519,ZNF519__ZNF875
3060906,ZNF519,ZNF878,ZNF519__ZNF878
3060907,ZNF879,ZNF519,ZNF519__ZNF879
3060908,ZNF519,ZNF883,ZNF519__ZNF883
3060909,ZNF519,ZNF888,ZNF519__ZNF888
3060910,ZNF519,ZNF891,ZNF519__ZNF891
3060911,ZNF90,ZNF519,ZNF519__ZNF90
3060912,ZNF91,ZNF519,ZNF519__ZNF91
3060913,ZNF93,ZNF519,ZNF519__ZNF93
3060914,ZNF519,ZNF99,ZNF519__ZNF99
3060915,ZNF519,ZNG1C,ZNF519__ZNG1C
3060916,ZNF519,ZP1,ZNF519__ZP1
3060917,ZNF519,ZP4,ZNF519__ZP4
3060918,ZNF519,ZPBP,ZNF519__ZPBP
3060919,ZNF519,ZSCAN10,ZNF519__ZSCAN10
3060920,ZNF519,ZSCAN16,ZNF519__ZSCAN16
3060921,ZNF519,ZSCAN2,ZNF519__ZSCAN2
3060922,ZNF519,ZSCAN30,ZNF519__ZSCAN30
3060923,ZNF519,ZSCAN4,ZNF519__ZSCAN4
3060924,ZNF519,ZSCAN5B,ZNF519__ZSCAN5B
3060925,ZNF519,ZSWIM1,ZNF519__ZSWIM1
3060926,ZNF519,ZSWIM2,ZNF519__ZSWIM2
3060927,ZNF519,ZSWIM3,ZNF519__ZSWIM3
3060928,ZSWIM4,ZNF519,ZNF519__ZSWIM4
3060929,ZSWIM5,ZNF519,ZNF519__ZSWIM5
3060930,ZSWIM6,ZNF519,ZNF519__ZSWIM6
3060931,ZNF519,ZXDA,ZNF519__ZXDA
3060932,ZNF525,ZNF534,ZNF525__ZNF534
3060933,ZNF548,ZNF525,ZNF525__ZNF548
3060934,ZNF525,ZNF551,ZNF525__ZNF551
3060935,ZNF525,ZNF571,ZNF525__ZNF571
3060936,ZNF525,ZNF596,ZNF525__ZNF596
3060937,ZNF605,ZNF525,ZNF525__ZNF605
3060938,ZNF525,ZNF606,ZNF525__ZNF606
3060939,ZNF525,ZNF619,ZNF525__ZNF619
3060940,ZNF626,ZNF525,ZNF525__ZNF626
3060941,ZNF525,ZNF671,ZNF525__ZNF671
3060942,ZNF676,ZNF525,ZNF525__ZNF676
3060943,ZNF525,ZNF705D,ZNF525__ZNF705D
3060944,ZNF717,ZNF525,ZNF525__ZNF717
3060945,ZNF525,ZNF727,ZNF525__ZNF727
3060946,ZNF735,ZNF525,ZNF525__ZNF735
3060947,ZNF525,ZNF736,ZNF525__ZNF736
3060948,ZNF525,ZNF749,ZNF525__ZNF749
3060949,ZNF763,ZNF525,ZNF525__ZNF763
3060950,ZNF525,ZNF782,ZNF525__ZNF782
3060951,ZNF525,ZNF789,ZNF525__ZNF789
3060952,ZNF804B,ZNF525,ZNF525__ZNF804B
3060953,ZNF525,ZNF841,ZNF525__ZNF841
3060954,ZNF525,ZNF860,ZNF525__ZNF860
3060955,ZNF525,ZNF878,ZNF525__ZNF878
3060956,ZNF525,ZNF883,ZNF525__ZNF883
3060957,ZNF525,ZNF90,ZNF525__ZNF90
3060958,ZNF525,ZNF99,ZNF525__ZNF99
3060959,ZP1,ZNF525,ZNF525__ZP1
3060960,ZNF525,ZPBP,ZNF525__ZPBP
3060961,ZNF527,ZNF530,ZNF527__ZNF530
3060962,ZNF534,ZNF527,ZNF527__ZNF534
3060963,ZNF586,ZNF527,ZNF527__ZNF586
3060964,ZNF527,ZNF596,ZNF527__ZNF596
